school_id,school_name,county_name,street,city,zip,locale_label,grade_band,school_type,school_type_detail,teachers_fte,enrollment,title_i_status,title_i_school,free_or_reduced_price_lunch,farm_pct,lunch_program,pvt_pct_nonwhite,school_status
240042000756,Talbott Springs Elementary,Howard County,9550 Basket Ring Rd,Columbia,21045,City small,ES,public,public,42,504,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,212,0.42063492063492064,Yes participating without using any Provision or the CEP,NA,Open
240042000757,Thunder Hill Elementary,Howard County,9357 Mellenbrook Rd,Columbia,21045,City small,ES,public,public,46,526,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,97,0.1844106463878327,Yes participating without using any Provision or the CEP,NA,Open
240042000758,Waterloo Elementary,Howard County,5940 Waterloo Rd,Columbia,21045,City small,ES,public,public,48,620,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,129,0.20806451612903226,Yes participating without using any Provision or the CEP,NA,Open
240042000760,West Friendship Elementary,Howard County,12500 Frederick Road,West Friendship,21794,Suburb large,ES,public,public,30,401,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,22,0.05486284289276808,Yes participating without using any Provision or the CEP,NA,Open
240042000761,Laurel Woods Elementary,Howard County,9250 N Laurel Rd,Laurel,20723,Suburb large,ES,public,public,51,607,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,293,0.4827018121911038,Yes participating without using any Provision or the CEP,NA,Open
240042000762,Wilde Lake High,Howard County,5460 Trumpeter Rd,Columbia,21044,City small,HS,public,public,101,1291,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,427,0.3307513555383424,Yes participating without using any Provision or the CEP,NA,Open
240042000763,Wilde Lake Middle,Howard County,10481 Cross Fox Ln,Columbia,21044,City small,MS,public,public,53,628,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,214,0.34076433121019106,Yes participating without using any Provision or the CEP,NA,Open
240042000764,Worthington Elementary,Howard County,4570 Roundhill Rd,Ellicott City,21043,Suburb large,ES,public,public,34,535,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,31,0.05794392523364486,Yes participating without using any Provision or the CEP,NA,Open
240042000813,Ilchester Elementary,Howard County,4981 Ilchester Rd,Ellicott City,21043,Suburb large,ES,public,public,48,648,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,18,0.027777777777777776,Yes participating without using any Provision or the CEP,NA,Open
240042000816,River Hill High,Howard County,12101 Clarksville Pike,Clarksville,21029,City small,HS,public,public,82,1382,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,63,0.045586107091172216,Yes participating without using any Provision or the CEP,NA,Open
240042000822,Long Reach High,Howard County,6101 Old Dobbin Ln,Columbia,21045,City small,HS,public,public,118,1554,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,447,0.2876447876447876,Yes participating without using any Provision or the CEP,NA,Open
240042000856,Hollifield Station Elementary,Howard County,8701 Stonehouse Dr,Ellicott City,21043,Suburb large,ES,public,public,58,879,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,153,0.17406143344709898,Yes participating without using any Provision or the CEP,NA,Open
240042000859,Fulton Elementary,Howard County,11600 Scaggsville Rd,Fulton,20759,Rural fringe,ES,public,public,61,918,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,36,0.0392156862745098,Yes participating without using any Provision or the CEP,NA,Open
240042000860,Murray Hill Middle,Howard County,9989 Winter Sun Rd,Laurel,20723,Suburb large,MS,public,public,52,717,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,210,0.2928870292887029,Yes participating without using any Provision or the CEP,NA,Open
240042001026,Triadelphia Ridge Elementary,Howard County,13400 Triadelphia Rd,Ellicott City,21042,Town fringe,ES,public,public,40,563,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,15,0.02664298401420959,Yes participating without using any Provision or the CEP,NA,Open
240042001032,Gorman Crossing Elementary,Howard County,9999 Winter Sun Rd,Laurel,20723,Suburb large,ES,public,public,60,877,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,122,0.13911060433295325,Yes participating without using any Provision or the CEP,NA,Open
240042001115,Lime Kiln Middle,Howard County,11650 Scaggsville Rd,Fulton,20759,Rural fringe,MS,public,public,47,632,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,17,0.02689873417721519,Yes participating without using any Provision or the CEP,NA,Open
240042001172,Bonnie Branch Middle,Howard County,4979 Ilchester Rd,Ellicott City,21043,Suburb large,MS,public,public,55,750,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,191,0.25466666666666665,Yes participating without using any Provision or the CEP,NA,Open
240042001189,Homewood School,Howard County,10914 Clarksville Pike,Ellicott City,21042,City small,MS/HS,public,public,45,130,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,130,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240042001200,Reservoir High,Howard County,11550 Scaggsville Rd,Fulton,20759,Rural fringe,HS,public,public,106,1581,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,294,0.1859582542694497,Yes participating without using any Provision or the CEP,NA,Open
240042001382,Clemens Crossing Elementary,Howard County,10320 Quarterstaff Rd,Columbia,21044,City small,ES,public,public,34,491,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,47,0.09572301425661914,Yes participating without using any Provision or the CEP,NA,Open
240042001415,Cedar Lane Special Center,Howard County,11630 Scaggsville Rd,Fulton,20759,Rural fringe,All Grades,public,public,29,106,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,25,0.2358490566037736,Yes participating without using any Provision or the CEP,NA,Open
240042001437,Marriotts Ridge High,Howard County,12100 Woodford Dr,Marriottsville,21104,Rural fringe,HS,public,public,87,1419,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,47,0.03312191684284708,Yes participating without using any Provision or the CEP,NA,Open
240042001444,Ellicott Mills Middle,Howard County,4445 Montgomery Rd,Ellicott City,21043,Suburb large,MS,public,public,58,869,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,72,0.08285385500575373,Yes participating without using any Provision or the CEP,NA,Open
240042001507,Bollman Bridge Elementary,Howard County,8200 Savage-Guilford Road,Jessup,20794,Suburb large,ES,public,public,59,740,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,318,0.4297297297297297,Yes participating without using any Provision or the CEP,NA,Open
240042001522,Patuxent Valley Middle,Howard County,9151 Vollmerhausen Rd,Jessup,20794,Suburb large,MS,public,public,50,686,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,195,0.28425655976676384,Yes participating without using any Provision or the CEP,NA,Open
240042001539,Dayton Oaks,Howard County,4691 Ten Oaks Rd,Dayton,21036,Rural fringe,ES,public,public,56,727,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,35,0.048143053645116916,Yes participating without using any Provision or the CEP,NA,Open
240042001551,Bellows Spring Elementary,Howard County,8125 Old Stockbridge Dr,Ellicott City,21043,Suburb large,ES,public,public,63,803,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,100,0.12453300124533001,Yes participating without using any Provision or the CEP,NA,Open
240042001552,Folly Quarter Middle,Howard County,13500 Triadelphia Rd,Ellicott City,21042,Town fringe,MS,public,public,43,660,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,8,0.012121212121212121,Yes participating without using any Provision or the CEP,NA,Open
240042001646,Veterans Elementary,Howard County,4355 Montgomery Road,Ellicott City,21043,Suburb large,ES,public,public,67,932,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,155,0.16630901287553648,Yes participating without using any Provision or the CEP,NA,Open
240042001699,Cradlerock Elementary,Howard County,6700 Cradlerock Way,Columbia,21045,City small,ES,public,public,45,509,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,225,0.44204322200392926,Yes participating without using any Provision or the CEP,NA,Open
240042001700,Lake Elkhorn Middle,Howard County,6680 Cradlerock Way,Columbia,21045,City small,MS,public,public,51,578,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,230,0.39792387543252594,Yes participating without using any Provision or the CEP,NA,Open
240042001717,Ducketts Lane,Howard County,6501 Ducketts Ln,Elkridge,21075,Suburb large,ES,public,public,52,606,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,252,0.4158415841584158,Yes participating without using any Provision or the CEP,NA,Open
240042001720,Thomas Viaduct,Howard County,7000 Banbury Drive,Hanover,21076,Suburb large,MS,public,public,51,653,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,221,0.33843797856049007,Yes participating without using any Provision or the CEP,NA,Open
240042001749,Hanover Hills,Howard County,7030 Banbury Drive,Hanover,21076,Suburb large,ES,public,public,54,694,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,195,0.28097982708933716,Yes participating without using any Provision or the CEP,NA,New
240042002949,Applications and Research Laboratory,Howard County,10920 Clarksville Pike,Ellicott City,21042,City small,UG,public,public,30,0,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,NA,NA,Yes participating without using any Provision or the CEP,NA,Open
240042090448,Deep Run Elementary,Howard County,6925 Old Waterloo Rd,Elkridge,21075,Suburb large,ES,public,public,62,729,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,351,0.48148148148148145,Yes participating without using any Provision or the CEP,NA,Open
240042090449,Waverly Elementary,Howard County,10220 Wetherburn Rd,Ellicott City,21042,Suburb large,ES,public,public,63,901,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,17,0.018867924528301886,Yes participating without using any Provision or the CEP,NA,Open
240042090477,Mayfield Woods Middle,Howard County,7950 Redbarn Way,Elkridge,21075,Suburb large,MS,public,public,54,725,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,264,0.3641379310344828,Yes participating without using any Provision or the CEP,NA,Open
240042090478,Pointers Run Elementary,Howard County,6600 South Trotter Rd,Clarksville,21029,City small,ES,public,public,61,924,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,34,0.0367965367965368,Yes participating without using any Provision or the CEP,NA,Open
A0103934,Brookfield Christian School,Howard County,6347 TEN OAKS RD,CLARKSVILLE,21029,Suburb large,ES,private,private,1,101,NA,NA,NA,NA,NA,33.33,Open
A0104002,Glenwood Country Day School,Howard County,14785 BUSHY PARK RD,WOODBINE,21797,Rural fringe,ES,private,private,7,33,NA,NA,NA,NA,NA,0,Open
A0501804,Cornerstone Academy,Howard County,17455 OLD FREDERICK RD,MOUNT AIRY,21771,Rural fringe,MS/HS,private,private,3.3,19,NA,NA,NA,NA,NA,26.31,Open
A0901684,Global Children Montessori School,Howard County,4512 HIDDEN HOLLOW DR,ELLICOTT CITY,21043,Suburb large,ES,private,private,3.8,38,NA,NA,NA,NA,NA,0,Open
A1101219,Nurturing Nest Montessori,Howard County,5885 ROBERT OLIVER PL,COLUMBIA,21045,City small,ES,private,private,5,74,NA,NA,NA,NA,NA,12.5,Open
A1101227,Resurrection St Paul School,Howard County,3155 PAULSKIRK DR,ELLICOTT CITY,21042,Suburb large,ES/MS,private,private,32.8,416,NA,NA,NA,NA,NA,19.13,Open
A1301574,Learning Community International The,Howard County,9085 FLAMEPOOL WAY,COLUMBIA,21045,City small,UG,private,private,NA,65,NA,NA,NA,NA,NA,NA,Open
A1501820,Cornerstone Academy,Howard County,17455 OLD FREDERICK RD,MOUNT AIRY,21771,Rural fringe,MS/HS,private,private,4.5,19,NA,NA,NA,NA,NA,36.83,Open
A1501837,Glenwood Academy,Howard County,16151 OLD FREDERICK RD,MOUNT AIRY,21771,Rural fringe,All Grades,private,private,8.6,26,NA,NA,NA,NA,NA,0,Open
A1501901,Trinity School,Howard County,4985 ILCHESTER RD,ELLICOTT CITY,21043,Suburb large,ES/MS,private,private,24,330,NA,NA,NA,NA,NA,35.75,Open
A9103140,Bethel Christian Academy,Howard County,PO BOX 406,SAVAGE,20763,Suburb large,ES/MS,private,private,30.8,327,NA,NA,NA,NA,NA,90.14,Open
A9302909,Chapelgate Christian Academy,Howard County,2600 MARRIOTTSVILLE RD,MARRIOTTSVILLE,21104,Suburb large,All Grades,private,private,25.9,326,NA,NA,NA,NA,NA,34.69,Open
A9502040,Children's Manor Montessori,Howard County,4465 MONTGOMERY RD,ELLICOTT CITY,21043,Suburb large,ES,private,private,5,192,NA,NA,NA,NA,NA,26.81,Open
A9902226,The Goddard School,Howard County,5633 WATERLOO RD,ELLICOTT CITY,21043,Suburb large,ES,private,private,1,122,NA,NA,NA,NA,NA,0,Open
AA000980,Love Of Learning Montessori School,Howard County,9151 RUMSEY RD STE 100,COLUMBIA,21045,City small,ES,private,private,10,70,NA,NA,NA,NA,NA,33.33,Open
K9302836,Bryant Woods Montessori Childrens House,Howard County,10449 GREEN MOUNTAIN CIR,COLUMBIA,21044,City small,ES,private,private,2,28,NA,NA,NA,NA,NA,30,Open
K9302838,Columbia Montessori School,Howard County,10508 MARBLE FAUN LN,COLUMBIA,21044,City small,ES,private,private,2.8,75,NA,NA,NA,NA,NA,35,Open
K9302848,Julia Brown Montessori School,Howard County,9760 OWEN BROWN RD,COLUMBIA,21045,City small,ES,private,private,2,18,NA,NA,NA,NA,NA,NA,Open
01613945,Chestertown Christian Academy,Kent County,401 MORGNEC RD,CHESTERTOWN,21620,Town distant,All Grades,private,private,10.3,115,NA,NA,NA,NA,NA,1.73,Open
240045000765,H. H. Garnett Elementary,Kent County,320 Calvert St,Chestertown,21620,Town distant,ES,public,public,31,361,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,196,0.5429362880886427,Yes participating without using any Provision or the CEP,NA,Open
240045000766,Kent County Middle School,Kent County,402 E Campus Avenue,Chestertown,21620,Town distant,MS,public,public,36,416,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,232,0.5576923076923077,Yes participating without using any Provision or the CEP,NA,Open
240045000768,Kent County High,Kent County,25301 Lambs Meadow Rd,Worton,21678,Rural distant,HS,public,public,42,563,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,264,0.4689165186500888,Yes participating without using any Provision or the CEP,NA,Open
240045000770,Rock Hall Elementary,Kent County,21203 Sharp St,Rock Hall,21661,Rural distant,ES,public,public,21,228,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,129,0.5657894736842105,Yes participating without using any Provision or the CEP,NA,Open
240045001695,Galena Elementary School,Kent County,114 S Main Street,Galena,21635,Rural distant,ES,public,public,28,344,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,164,0.47674418604651164,Yes participating without using any Provision or the CEP,NA,Open
A1501811,Chester River Adventist School,Kent County,305 N KENT ST,CHESTERTOWN,21620,Town distant,ES/MS,private,private,1,9,NA,NA,NA,NA,NA,88.88,Open
A9303444,Friendship Montessori School,Kent County,PO BOX 6,WORTON,21678,Rural distant,ES,private,private,2.4,31,NA,NA,NA,NA,NA,0,Open
A9701871,Radcliffe Creek School,Kent County,201 TALBOT BLVD STE A,CHESTERTOWN,21620,Town distant,ES/MS,private,private,26.3,135,NA,NA,NA,NA,NA,2.4,Open
00253244,The Nora School,Montgomery County,955 SLIGO AVE,SILVER SPRING,20910,City small,HS,private,private,11.1,50,NA,NA,NA,NA,NA,26,Open
00579109,Barrie School,Montgomery County,13500 LAYHILL RD,SILVER SPRING,20906,Suburb large,All Grades,private,private,35.3,284,NA,NA,NA,NA,NA,52.309999999999995,Open
00579186,St John's Episcopal School,Montgomery County,3427 OLNEY LAYTONSVILLE RD,OLNEY,20832,Suburb large,ES/MS,private,private,19.4,147,NA,NA,NA,NA,NA,51.92,Open
00579299,Ivymount School,Montgomery County,11614 SEVEN LOCKS RD,ROCKVILLE,20854,Suburb large,All Grades,private,private,39.8,207,NA,NA,NA,NA,NA,35.730000000000004,Open
00579346,Barnesville School Of Arts & Sciences,Montgomery County,PO BOX 404,BARNESVILLE,20838,Rural fringe,ES/MS,private,private,15,126,NA,NA,NA,NA,NA,20.93,Open
00579368,German International School Washington Dc,Montgomery County,8617 CHATEAU DR,POTOMAC,20854,Suburb large,All Grades,private,private,35.9,501,NA,NA,NA,NA,NA,6.12,Open
00579379,Bullis School,Montgomery County,10601 FALLS RD,POTOMAC,20854,Suburb large,All Grades,private,private,117.1,831,NA,NA,NA,NA,NA,16.1,Open
00579539,Sandy Springs Friends Middle School,Montgomery County,16923 NORWOOD RD,SANDY SPRING,20860,Suburb large,All Grades,private,private,74.5,603,NA,NA,NA,NA,NA,40.91,Open
00579641,Yeshiva Of Greater Washington Girls Division,Montgomery County,2010 LINDEN LN,SILVER SPRING,20910,City small,MS/HS,private,private,18.9,127,NA,NA,NA,NA,NA,0,Open
00579696,Melvin J Berman Hebrew Academy,Montgomery County,13300 ARCTIC AVE,ROCKVILLE,20853,Suburb large,All Grades,private,private,NA,655,NA,NA,NA,NA,NA,NA,Open
00579914,Green Acres School,Montgomery County,11701 DANVILLE DR,ROCKVILLE,20852,Suburb large,ES/MS,private,private,39.3,247,NA,NA,NA,NA,NA,31.130000000000003,Open
00580001,The Primary Day School,Montgomery County,7300 RIVER RD,BETHESDA,20817,City small,ES,private,private,20.3,121,NA,NA,NA,NA,NA,27.82,Open
00580078,Washington Christian Academy,Montgomery County,16227 BATCHELLORS FOREST RD,OLNEY,20832,Suburb large,All Grades,private,private,28.6,295,NA,NA,NA,NA,NA,59.65,Open
00580249,Holton-Arms School,Montgomery County,7303 RIVER RD,BETHESDA,20817,City small,All Grades,private,private,104.3,664,NA,NA,NA,NA,NA,24.69,Open
00580282,Norwood School,Montgomery County,8821 RIVER RD,BETHESDA,20817,Suburb large,ES/MS,private,private,67.6,456,NA,NA,NA,NA,NA,24.99,Open
00580318,Harbor School,Montgomery County,7701 BRADLEY BLVD UNIT A,BETHESDA,20817,Suburb large,ES,private,private,7.9,71,NA,NA,NA,NA,NA,24.990000000000002,Open
00580431,Mc Lean School Of Maryland,Montgomery County,8224 LOCHINVER LN,POTOMAC,20854,Suburb large,All Grades,private,private,70.4,393,NA,NA,NA,NA,NA,33.83,Open
00580602,Concord Hill School,Montgomery County,6050 WISCONSIN AVE,CHEVY CHASE,20815,City small,ES,private,private,13.5,98,NA,NA,NA,NA,NA,18.56,Open
00580668,The Frost School,Montgomery County,4915 ASPEN HILL RD,ROCKVILLE,20853,Suburb large,All Grades,private,private,19,102,NA,NA,NA,NA,NA,47.05,Open
00581209,Takoma Academy,Montgomery County,8120 CARROLL AVE,TAKOMA PARK,20912,City small,HS,private,private,15.9,212,NA,NA,NA,NA,NA,93.85,Open
00581468,Takoma Academy Preparatory School,Montgomery County,8300 CARROLL AVE,TAKOMA PARK,20912,City small,ES/MS,private,private,33.8,293,NA,NA,NA,NA,NA,91.79,Open
00581504,Spencerville Adventist Academy,Montgomery County,2502 SPENCERVILLE RD,SPENCERVILLE,20868,Rural fringe,All Grades,private,private,31,399,NA,NA,NA,NA,NA,58.269999999999996,Open
01604409,Connelly School Of The Holy Child,Montgomery County,9029 BRADLEY BLVD,POTOMAC,20854,Suburb large,MS/HS,private,private,43.3,297,NA,NA,NA,NA,NA,17.83,Open
01604464,Georgetown Preparatory School,Montgomery County,10900 ROCKVILLE PIKE,NORTH BETHESDA,20852,Suburb large,HS,private,private,53.9,496,NA,NA,NA,NA,NA,21.35,Open
01604475,Our Lady Of Good Counsel High School,Montgomery County,17301 OLD VIC BLVD,OLNEY,20832,Suburb large,HS,private,private,98.4,1279,NA,NA,NA,NA,NA,38.05,Open
01604497,Academy Of The Holy Cross,Montgomery County,4920 STRATHMORE AVE,KENSINGTON,20895,Suburb large,HS,private,private,42.9,493,NA,NA,NA,NA,NA,33.45,Open
01604511,Holy Cross School,Montgomery County,PO BOX 249,GARRETT PARK,20896,Suburb large,ES/MS,private,private,13.1,178,NA,NA,NA,NA,NA,39.230000000000004,Open
01604577,Our Lady Of Lourdes School,Montgomery County,7500 PEARL ST,BETHESDA,20814,City small,ES/MS,private,private,18.8,262,NA,NA,NA,NA,NA,40.36,Open
01604588,Our Lady Of Mercy School,Montgomery County,9222 KENTSDALE DR,POTOMAC,20854,Suburb large,ES/MS,private,private,28.4,226,NA,NA,NA,NA,NA,17.86,Open
01604613,The Woods Academy,Montgomery County,6801 GREENTREE RD,BETHESDA,20817,City small,ES/MS,private,private,35.9,321,NA,NA,NA,NA,NA,40.28,Open
01604668,St Andrew Apostle School,Montgomery County,11602 KEMP MILL RD,SILVER SPRING,20902,Suburb large,ES/MS,private,private,37.6,284,NA,NA,NA,NA,NA,43.6,Open
01604679,St Bartholomews School,Montgomery County,6900 RIVER RD,BETHESDA,20817,City small,ES/MS,private,private,17.8,144,NA,NA,NA,NA,NA,21.96,Open
01604704,St Bernadette School,Montgomery County,80 UNIVERSITY BLVD E,SILVER SPRING,20901,Suburb large,ES/MS,private,private,24.9,291,NA,NA,NA,NA,NA,24.04,Open
01604726,St Francis International School,Montgomery County,1500 SAINT CAMILLUS DR,SILVER SPRING,20903,City small,ES/MS,private,private,24.4,424,NA,NA,NA,NA,NA,90.23,Open
01604806,St Jane De Chantal School,Montgomery County,9525 OLD GEORGETOWN RD,BETHESDA,20814,City small,ES/MS,private,private,28.9,438,NA,NA,NA,NA,NA,28.27,Open
01604872,St John The Evangelist School,Montgomery County,10201 WOODLAND DR,SILVER SPRING,20902,Suburb large,ES/MS,private,private,15.4,199,NA,NA,NA,NA,NA,43,Open
01604883,St John The Baptist School,Montgomery County,12319 NEW HAMPSHIRE AVE,SILVER SPRING,20904,Suburb large,ES/MS,private,private,23.1,254,NA,NA,NA,NA,NA,30.369999999999997,Open
01604908,St Jude Regional Catholic School,Montgomery County,4820 WALBRIDGE ST,ROCKVILLE,20853,Suburb large,ES/MS,private,private,17.5,257,NA,NA,NA,NA,NA,NA,Open
01604952,St Martin Of Tours School,Montgomery County,115 S FREDERICK AVE,GAITHERSBURG,20877,City small,ES/MS,private,private,14.3,251,NA,NA,NA,NA,NA,70.97999999999999,Open
01604974,St Marys Elementary School,Montgomery County,600 VEIRS MILL RD,ROCKVILLE,20852,City small,ES/MS,private,private,15.8,216,NA,NA,NA,NA,NA,50.87,Open
01605071,St Peter's School,Montgomery County,2900 OLNEY SANDY SPRING RD,OLNEY,20832,Suburb large,ES/MS,private,private,29.4,393,NA,NA,NA,NA,NA,38.14,Open
01605118,Stone Ridge School Of The Sacred Heart,Montgomery County,9101 ROCKVILLE PIKE,BETHESDA,20814,City small,All Grades,private,private,98.8,720,NA,NA,NA,NA,NA,27.39,Open
01605231,Little Flower School,Montgomery County,5601 MASSACHUSETTS AVE,BETHESDA,20816,City small,ES/MS,private,private,19.3,256,NA,NA,NA,NA,NA,19.320000000000004,Open
01621413,St Andrew's Episcopal School,Montgomery County,8804 POSTOAK RD,POTOMAC,20854,Suburb large,All Grades,private,private,75.8,554,NA,NA,NA,NA,NA,39.43,Open
02031627,The Winchester School,Montgomery County,3223 BEL PRE RD,SILVER SPRING,20906,Suburb large,ES,private,private,5,50,NA,NA,NA,NA,NA,62.5,Open
02031693,The Katherine Thomas School,Montgomery County,9975 MEDICAL CENTER DR,ROCKVILLE,20850,Suburb large,All Grades,private,private,43.1,150,NA,NA,NA,NA,NA,29.64,Open
02032019,Forcey Christian School,Montgomery County,2130 E RANDOLPH RD,SILVER SPRING,20904,Suburb large,ES/MS,private,private,38,518,NA,NA,NA,NA,NA,71.7,Open
02032165,Washington Waldorf School,Montgomery County,4800 SANGAMORE RD,BETHESDA,20854,Suburb large,All Grades,private,private,50.3,295,NA,NA,NA,NA,NA,31.76,Open
02032245,Mater Amoris School,Montgomery County,18501 MINK HOLLOW RD,ASHTON,20861,Rural fringe,ES,private,private,3.1,47,NA,NA,NA,NA,NA,26.66,Open
02188077,The Heights School,Montgomery County,10400 SEVEN LOCKS RD,POTOMAC,20854,Suburb large,All Grades,private,private,62.1,538,NA,NA,NA,NA,NA,10.02,Open
240048000181,Rosa M. Parks Middle,Montgomery County,19200 Olney Mill Rd,Olney,20832,Suburb large,MS,public,public,52,826,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,95,0.11501210653753027,Yes participating without using any Provision or the CEP,NA,Open
240048000185,Lois P. Rockwell Elementary,Montgomery County,24555 Cutsail Dr,Damascus,20872,Suburb large,ES,public,public,32,474,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,85,0.17932489451476794,Yes participating without using any Provision or the CEP,NA,Open
240048000191,Dr. Sally K. Ride Elementary,Montgomery County,21301 Seneca Crossing Dr,Germantown,20876,Suburb large,ES,public,public,39,519,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,270,0.5202312138728323,Yes participating without using any Provision or the CEP,NA,Open
240048000404,Thurgood Marshall Elementary,Montgomery County,12260 McDonald Chapel Dr,Gaithersburg,20878,Suburb large,ES,public,public,38,667,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,198,0.29685157421289354,Yes participating without using any Provision or the CEP,NA,Open
240048000409,Argyle Middle,Montgomery County,2400 Bel Pre Rd,Silver Spring,20906,Suburb large,MS,public,magnet,67,1008,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,592,0.5873015873015873,Yes participating without using any Provision or the CEP,NA,Open
240048000493,Roberto W. Clemente Middle,Montgomery County,18808 Waring Station Rd,Germantown,20874,Suburb large,MS,public,magnet,81,1301,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,455,0.34973097617217525,Yes participating without using any Provision or the CEP,NA,Open
240048000496,Stephen Knolls School,Montgomery County,10731 St. Margarets Way,Kensington,20895,Suburb large,All Grades,public,public,17,84,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,32,0.38095238095238093,Yes participating without using any Provision or the CEP,NA,Open
240048000644,Forest Oak Middle,Montgomery County,651 Saybrooke Oaks Blvd,Gaithersburg,20877,City small,MS,public,public,62,864,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,488,0.5648148148148148,Yes participating without using any Provision or the CEP,NA,Open
240048000660,Rocky Hill Middle,Montgomery County,22401 Brick Haven Way,Clarksburg,20871,Suburb large,MS,public,public,53,844,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,188,0.22274881516587677,Yes participating without using any Provision or the CEP,NA,Open
240048000759,Neelsville Middle,Montgomery County,11700 Neelsville Church Rd,Germantown,20876,Suburb large,MS,public,public,66,944,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,612,0.6483050847457628,Yes participating without using any Provision or the CEP,NA,Open
240048000773,Albert Einstein High,Montgomery County,11135 Newport Mill Rd,Kensington,20895,Suburb large,HS,public,public,120,1746,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,633,0.36254295532646047,Yes participating without using any Provision or the CEP,NA,Open
240048000776,Ashburton Elementary,Montgomery County,6314 Lone Oak Dr,Bethesda,20817,Suburb large,ES,public,public,49,891,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,104,0.11672278338945005,Yes participating without using any Provision or the CEP,NA,Open
240048000779,Bannockburn Elementary,Montgomery County,6520 Dalroy Ln,Bethesda,20817,City small,ES,public,public,24,440,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,3,0.006818181818181818,Yes participating without using any Provision or the CEP,NA,Open
240048000780,Bel Pre Elementary,Montgomery County,13801 Rippling Brook Drive,Silver Spring,20906,Suburb large,ES,public,public,46,586,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,397,0.6774744027303754,Yes participating without using any Provision or the CEP,NA,Open
